,actual,predict
0,-0.9946519,-1.0039017
1,-1.3437014,-0.5976651
2,-1.4195346,-0.6770032
3,-1.166678,-1.1739329
4,-1.0193304,-1.2359147
5,-1.1463101,-0.90473634
6,-1.2683258,-0.7855905
7,-1.237251,-1.0568734
8,-1.1785073,-1.3330414
9,-1.0772893,-1.4429578
10,-0.89109355,-1.4019773
11,-0.86127746,-1.3113302
12,-1.0064173,-1.4786259
13,-1.0230999,-1.6880248
14,-0.9469484,-1.619883
15,-0.90739655,-1.3968416
16,-1.0094492,-1.044587
17,-1.2370713,-0.60850435
18,-1.3083365,-0.5245122
19,-1.358356,-0.9133397
20,-1.5062809,-1.4505376
21,-1.4817646,-1.7435431
22,-1.3214276,-1.6122798
23,-1.2756056,-1.3822637
24,-1.403713,-1.3923845
25,-1.4865065,-1.5787768
26,-1.4241955,-1.6802443
27,-1.131393,-1.7911155
28,-0.8265065,-1.9362768
29,-0.9865048,-1.7334831
