,actual,predict
0,0.32592437,0.44748843
1,0.31649274,0.500702
2,0.340638,0.52789474
3,0.37143087,0.5750916
4,0.4052672,0.6457507
5,0.44200167,0.6799106
6,0.4626502,0.6829198
7,0.5011767,0.6711134
8,0.56456935,0.6676216
9,0.5981253,0.6646827
10,0.601172,0.63202435
11,0.58930236,0.59419066
12,0.5858352,0.57729006
13,0.5829324,0.5737526
14,0.5516198,0.53977984
15,0.51751214,0.4907514
16,0.503027,0.4504076
17,0.50005287,0.4418853
18,0.47207353,0.4679016
19,0.43476287,0.4772576
20,0.31798932,0.418052
21,0.31692073,0.40459958
22,0.36032066,0.44507477
23,0.3986503,0.47277287
24,0.3870371,0.4865454
25,0.3792021,0.48999703
26,0.4037163,0.49193853
27,0.42211506,0.50936824
28,0.43175426,0.5272247
29,0.434221,0.5367513
30,0.43561754,0.5125772
31,0.44844458,0.49792123
32,0.46212626,0.5463809
33,0.46964929,0.55251676
34,0.4508629,0.46136263
35,0.43996158,0.3778623
36,0.4774119,0.34099343
37,0.48244098,0.30573994
38,0.41437605,0.26781628
39,0.3645542,0.25224078
40,0.54047495,0.71266603
41,0.5690027,0.69760954
42,0.5991381,0.6938262
43,0.64177746,0.6445721
44,0.6320806,0.612664
45,0.61625636,0.6350361
46,0.6123379,0.66316265
47,0.56344545,0.6428502
48,0.5338759,0.5079757
49,0.55443496,0.34162486
50,0.5814366,0.32791823
51,0.5618076,0.4073473
52,0.4474006,0.47272483
53,0.34666622,0.52795756
54,0.34048977,0.5225588
55,0.38077715,0.5201111
56,0.42208204,0.550821
57,0.46269944,0.5780494
58,0.45849842,0.65198904
59,0.45661017,0.70216006
60,0.56096864,0.5943084
61,0.6015319,0.49708304
62,0.6433984,0.4324553
63,0.60809714,0.40212774
64,0.51761466,0.42619863
65,0.43934926,0.48512775
66,0.39577097,0.54889905
67,0.37779632,0.59027755
68,0.39193317,0.6175445
69,0.43074694,0.6471355
70,0.47946796,0.64414483
71,0.51411706,0.65274936
72,0.53829145,0.6965884
73,0.5658928,0.67527044
74,0.56303847,0.63042253
75,0.57128984,0.64736545
76,0.61519647,0.6240687
77,0.59345585,0.5011752
78,0.55012864,0.38262257
79,0.56611294,0.37879813
